*0.95
12,18
24,34
8,26
4,14
7,36
58,77
36,73
12,28
12,47
63,126
13,36
16,80
8,46
20,40
65,104
28,51
36,77
33,76
36,76
39,76
121,171
14,16
8,9
*0.85	
12,20
24,38
11,31
4,16
15,44
58,87
85,107
16,35
23,60
159,189
27,48
32,102
31,62
36,57
179,190
68,85
97,135
95,135
94,135
92,135
314,329
24,28
17,18
